,rowid,pollid,pollster,location,startdate,enddate,samplesize,sampletype,methodology,candidate,percent
10776,10998,58187,Emerson College,North Carolina,5/31/19,6/3/19,397,lv,IVR/Online,Gabbard,0.3
10777,10999,58187,Emerson College,North Carolina,5/31/19,6/3/19,397,lv,IVR/Online,Williamson,0.3
10778,11000,58187,Emerson College,North Carolina,5/31/19,6/3/19,397,lv,IVR/Online,Hickenlooper,0.1
10779,11001,58187,Emerson College,North Carolina,5/31/19,6/3/19,397,lv,IVR/Online,Swalwell,0.2
10780,11002,58187,Emerson College,North Carolina,5/31/19,6/3/19,397,lv,IVR/Online,Gravel,0.0
10781,11003,58187,Emerson College,North Carolina,5/31/19,6/3/19,397,lv,IVR/Online,Moulton,0.0
10782,11004,58187,Emerson College,North Carolina,5/31/19,6/3/19,397,lv,IVR/Online,Inslee,0.0
10783,11005,58187,Emerson College,North Carolina,5/31/19,6/3/19,397,lv,IVR/Online,Messam,0.0
10784,11006,58187,Emerson College,North Carolina,5/31/19,6/3/19,397,lv,IVR/Online,Delaney,0.0
10785,11007,58187,Emerson College,North Carolina,5/31/19,6/3/19,397,lv,IVR/Online,Bennet,0.0
10786,11008,58187,Emerson College,North Carolina,5/31/19,6/3/19,397,lv,IVR/Online,Castro,0.0
10787,11009,58506,Avalanche Strategy,,5/31/19,6/3/19,1109,lv,Online,Biden,29.0
10788,11010,58506,Avalanche Strategy,,5/31/19,6/3/19,1109,lv,Online,Sanders,17.0
10789,11011,58506,Avalanche Strategy,,5/31/19,6/3/19,1109,lv,Online,Warren,16.0
10790,11012,58506,Avalanche Strategy,,5/31/19,6/3/19,1109,lv,Online,Buttigieg,13.0
10791,11013,58506,Avalanche Strategy,,5/31/19,6/3/19,1109,lv,Online,Harris,12.0
10792,11014,58506,Avalanche Strategy,,5/31/19,6/3/19,1109,lv,Online,O'Rourke,4.0
10793,11015,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,O'Rourke,27.0
10794,11016,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Biden,24.0
10795,11017,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Sanders,13.0
10796,11018,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Warren,12.0
10797,11019,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Harris,8.0
10798,11020,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Buttigieg,8.0
10799,11021,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Abrams,2.0
10800,11022,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Castro,2.0
10801,11023,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Booker,1.0
10802,11024,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Klobuchar,1.0
10803,11025,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Yang,1.0
10804,11026,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Inslee,0.0
10805,11027,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Gabbard,0.0
10806,11028,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,McAuliffe,0.0
10807,11029,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,de Blasio,0.0
10808,11030,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Delaney,0.0
10809,11031,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Gravel,0.0
10810,11032,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Hickenlooper,0.0
10811,11033,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Williamson,0.0
10812,11034,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Swalwell,0.0
10813,11035,58395,Change Research,Texas,5/30/19,6/3/19,1218,lv,Online,Bennet,0.0
10814,11036,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Biden,35.0
10815,11037,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Sanders,16.0
10816,11038,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Warren,5.0
10817,11039,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Harris,4.0
10818,11040,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Buttigieg,8.0
10819,11041,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,O'Rourke,4.0
10820,11042,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Booker,3.0
10821,11043,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Klobuchar,1.0
10822,11044,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Yang,0.0
10823,11045,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Ryan,0.0
10824,11046,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Bullock,0.0
10825,11047,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Castro,0.0
10826,11048,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,de Blasio,0.0
10827,11049,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Delaney,0.0
10828,11050,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Gabbard,0.0
10829,11051,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Gillibrand,0.0
10830,11052,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Hickenlooper,1.0
10831,11053,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Inslee,0.0
10832,11054,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Swalwell,0.0
10833,11055,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Gravel,0.0
10834,11056,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Moulton,0.0
10835,11057,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Messam,0.0
10836,11058,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Williamson,1.0
10837,11059,58183,Harris Insights & Analytics,,6/1/19,6/2/19,431,rv,Online,Bennet,1.0
10838,11060,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Biden,38.0
10839,11061,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Sanders,19.0
10840,11062,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Warren,10.0
10841,11063,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Harris,7.0
10842,11064,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Buttigieg,7.0
10843,11065,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,O'Rourke,4.0
10844,11066,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Booker,3.0
10845,11067,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Bennet,1.0
10846,11068,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Bullock,1.0
10847,11069,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Castro,1.0
10848,11070,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,de Blasio,1.0
10849,11071,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Delaney,1.0
10850,11072,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Gabbard,1.0
10851,11073,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Gillibrand,1.0
10852,11074,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Hickenlooper,1.0
10853,11075,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Inslee,1.0
10854,11076,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Klobuchar,1.0
10855,11077,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Ryan,1.0
10856,11078,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Yang,1.0
10857,11079,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Williamson,1.0
10858,11080,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Moulton,0.0
10859,11081,58186,Morning Consult,,5/27/19,6/2/19,16587,lv,Online,Swalwell,0.0
10860,11082,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Biden,32.0
10861,11083,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Sanders,18.0
10862,11084,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Harris,8.0
10863,11085,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Warren,7.0
10864,11086,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Buttigieg,5.0
10865,11087,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,O'Rourke,5.0
10866,11088,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Booker,3.0
10867,11089,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Castro,2.0
10868,11090,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Klobuchar,2.0
10869,11091,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Bennet,1.0
10870,11092,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Gabbard,1.0
10871,11093,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Gillibrand,1.0
10872,11094,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Inslee,1.0
10873,11095,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Ryan,1.0
10874,11096,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Yang,1.0
10875,11097,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,de Blasio,0.0
10876,11098,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Delaney,0.0
10877,11099,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Hickenlooper,0.0
10878,11100,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Williamson,0.0
10879,11101,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Bullock,0.0
10880,11102,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Messam,0.0
10881,11103,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Moulton,0.0
10882,11104,58171,SSRS,,5/28/19,5/31/19,412,rv,Live Phone,Swalwell,0.0
10883,11105,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,Biden,29.4
10884,11106,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,Sanders,22.4
10885,11107,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,Harris,17.2
10886,11108,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,Warren,10.7
10887,11109,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,Buttigieg,9.3
10888,11110,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,O'Rourke,4.4
10889,11111,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,Booker,1.7
10890,11112,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,Klobuchar,0.9
10891,11113,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,Hickenlooper,0.5
10892,11114,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,Yang,0.1
10893,11115,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,Inslee,0.4
10894,11116,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,Gillibrand,0.5
10895,11117,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,Gabbard,0.1
10896,11118,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,Swalwell,0.6
10897,11119,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,Castro,0.5
10898,11120,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,Ryan,0.6
10899,11121,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,Williamson,0.1
10900,11122,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,Bullock,0.2
10901,11123,58680,Capitol Weekly,California,5/1/19,5/31/19,951,lv,Online,de Blasio,0.1
10902,11124,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Biden,36.0
10903,11125,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Sanders,17.0
10904,11126,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Harris,8.0
10905,11127,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Warren,5.0
10906,11128,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Buttigieg,5.0
10907,11129,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,O'Rourke,4.0
10908,11130,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Booker,3.0
10909,11131,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Hickenlooper,1.0
10910,11132,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Gravel,1.0
10911,11133,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Ryan,1.0
10912,11134,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Yang,1.0
10913,11135,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Castro,1.0
10914,11136,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Bloomberg,1.0
10915,11137,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Inslee,1.0
10916,11138,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Delaney,1.0
10917,11139,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Swalwell,0.0
10918,11140,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Gillibrand,0.0
10919,11141,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Moulton,0.0
10920,11142,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Gabbard,0.0
10921,11143,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Klobuchar,0.0
10922,11144,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Williamson,0.0
10923,11145,58167,Harris Insights & Analytics,,5/29/19,5/30/19,471,rv,Online,Messam,0.0
10924,11146,58164,Harris Insights & Analytics,,5/28/19,5/30/19,881,rv,Online,Warren,41.0
10925,11147,58164,Harris Insights & Analytics,,5/28/19,5/30/19,881,rv,Online,Biden,39.0
10926,11148,58164,Harris Insights & Analytics,,5/28/19,5/30/19,881,rv,Online,Warren,40.0
10927,11149,58164,Harris Insights & Analytics,,5/28/19,5/30/19,881,rv,Online,Sanders,37.0
10928,11150,58164,Harris Insights & Analytics,,5/28/19,5/30/19,881,rv,Online,Biden,43.0
10929,11151,58164,Harris Insights & Analytics,,5/28/19,5/30/19,881,rv,Online,Sanders,41.0
10930,11152,58164,Harris Insights & Analytics,,5/28/19,5/30/19,881,rv,Online,Biden,41.0
10931,11153,58164,Harris Insights & Analytics,,5/28/19,5/30/19,881,rv,Online,Harris,38.0
10932,11154,58164,Harris Insights & Analytics,,5/28/19,5/30/19,881,rv,Online,Sanders,42.0
10933,11155,58164,Harris Insights & Analytics,,5/28/19,5/30/19,881,rv,Online,Harris,37.0
10934,11156,58455,Zogby Interactive/JZ Analytics,Arizona,5/23/19,5/29/19,197,lv,Online,Biden,34.6
10935,11157,58455,Zogby Interactive/JZ Analytics,Arizona,5/23/19,5/29/19,197,lv,Online,Sanders,15.7
10936,11158,58455,Zogby Interactive/JZ Analytics,Arizona,5/23/19,5/29/19,197,lv,Online,Warren,9.8
10937,11159,58455,Zogby Interactive/JZ Analytics,Arizona,5/23/19,5/29/19,197,lv,Online,Buttigieg,5.6
10938,11160,58455,Zogby Interactive/JZ Analytics,Arizona,5/23/19,5/29/19,197,lv,Online,Harris,3.7
10939,11161,58455,Zogby Interactive/JZ Analytics,Arizona,5/23/19,5/29/19,197,lv,Online,O'Rourke,1.9
10940,11162,58455,Zogby Interactive/JZ Analytics,Arizona,5/23/19,5/29/19,197,lv,Online,Booker,1.5
10941,11163,58455,Zogby Interactive/JZ Analytics,Arizona,5/23/19,5/29/19,197,lv,Online,Klobuchar,0.3
10942,11164,58455,Zogby Interactive/JZ Analytics,Arizona,5/23/19,5/29/19,197,lv,Online,Hickenlooper,0.5
10943,11165,58455,Zogby Interactive/JZ Analytics,Arizona,5/23/19,5/29/19,197,lv,Online,Yang,0.4
10944,11166,58455,Zogby Interactive/JZ Analytics,Arizona,5/23/19,5/29/19,197,lv,Online,Gillibrand,1.0
10945,11167,58455,Zogby Interactive/JZ Analytics,Arizona,5/23/19,5/29/19,197,lv,Online,Castro,2.4
10946,11168,58455,Zogby Interactive/JZ Analytics,Arizona,5/23/19,5/29/19,197,lv,Online,Gabbard,1.1
10947,11169,58455,Zogby Interactive/JZ Analytics,Arizona,5/23/19,5/29/19,197,lv,Online,Inslee,0.3
10948,11170,58455,Zogby Interactive/JZ Analytics,Arizona,5/23/19,5/29/19,197,lv,Online,Delaney,1.6
10949,11171,58456,Zogby Interactive/JZ Analytics,Florida,5/23/19,5/29/19,228,lv,Online,Biden,34.4
10950,11172,58456,Zogby Interactive/JZ Analytics,Florida,5/23/19,5/29/19,228,lv,Online,Sanders,18.3
10951,11173,58456,Zogby Interactive/JZ Analytics,Florida,5/23/19,5/29/19,228,lv,Online,Warren,6.5
10952,11174,58456,Zogby Interactive/JZ Analytics,Florida,5/23/19,5/29/19,228,lv,Online,Buttigieg,5.7
10953,11175,58456,Zogby Interactive/JZ Analytics,Florida,5/23/19,5/29/19,228,lv,Online,Harris,2.2
10954,11176,58456,Zogby Interactive/JZ Analytics,Florida,5/23/19,5/29/19,228,lv,Online,O'Rourke,3.6
10955,11177,58456,Zogby Interactive/JZ Analytics,Florida,5/23/19,5/29/19,228,lv,Online,Booker,1.5
10956,11178,58456,Zogby Interactive/JZ Analytics,Florida,5/23/19,5/29/19,228,lv,Online,Klobuchar,0.5
10957,11179,58456,Zogby Interactive/JZ Analytics,Florida,5/23/19,5/29/19,228,lv,Online,Hickenlooper,0.3
10958,11180,58456,Zogby Interactive/JZ Analytics,Florida,5/23/19,5/29/19,228,lv,Online,Yang,1.2
10959,11181,58456,Zogby Interactive/JZ Analytics,Florida,5/23/19,5/29/19,228,lv,Online,Gillibrand,2.2
10960,11182,58456,Zogby Interactive/JZ Analytics,Florida,5/23/19,5/29/19,228,lv,Online,Castro,1.3
10961,11183,58456,Zogby Interactive/JZ Analytics,Florida,5/23/19,5/29/19,228,lv,Online,Gabbard,2.0
10962,11184,58456,Zogby Interactive/JZ Analytics,Florida,5/23/19,5/29/19,228,lv,Online,Inslee,0.5
10963,11185,58456,Zogby Interactive/JZ Analytics,Florida,5/23/19,5/29/19,228,lv,Online,Delaney,0.3
10964,11186,58457,Zogby Interactive/JZ Analytics,Michigan,5/23/19,5/29/19,268,lv,Online,Biden,27.3
10965,11187,58457,Zogby Interactive/JZ Analytics,Michigan,5/23/19,5/29/19,268,lv,Online,Sanders,18.3
10966,11188,58457,Zogby Interactive/JZ Analytics,Michigan,5/23/19,5/29/19,268,lv,Online,Warren,8.1
10967,11189,58457,Zogby Interactive/JZ Analytics,Michigan,5/23/19,5/29/19,268,lv,Online,Buttigieg,9.2
10968,11190,58457,Zogby Interactive/JZ Analytics,Michigan,5/23/19,5/29/19,268,lv,Online,Harris,6.8
10969,11191,58457,Zogby Interactive/JZ Analytics,Michigan,5/23/19,5/29/19,268,lv,Online,O'Rourke,3.7
10970,11192,58457,Zogby Interactive/JZ Analytics,Michigan,5/23/19,5/29/19,268,lv,Online,Booker,0.8
10971,11193,58457,Zogby Interactive/JZ Analytics,Michigan,5/23/19,5/29/19,268,lv,Online,Klobuchar,1.0
10972,11194,58457,Zogby Interactive/JZ Analytics,Michigan,5/23/19,5/29/19,268,lv,Online,Hickenlooper,0.9
10973,11195,58457,Zogby Interactive/JZ Analytics,Michigan,5/23/19,5/29/19,268,lv,Online,Yang,1.8
10974,11196,58457,Zogby Interactive/JZ Analytics,Michigan,5/23/19,5/29/19,268,lv,Online,Gillibrand,0.9
10975,11197,58457,Zogby Interactive/JZ Analytics,Michigan,5/23/19,5/29/19,268,lv,Online,Castro,1.1
10976,11198,58457,Zogby Interactive/JZ Analytics,Michigan,5/23/19,5/29/19,268,lv,Online,Gabbard,0.9
10977,11199,58457,Zogby Interactive/JZ Analytics,Michigan,5/23/19,5/29/19,268,lv,Online,Inslee,0.0
10978,11200,58457,Zogby Interactive/JZ Analytics,Michigan,5/23/19,5/29/19,268,lv,Online,Delaney,1.0
10979,11201,58458,Zogby Interactive/JZ Analytics,Ohio,5/23/19,5/29/19,222,lv,Online,Biden,28.5
10980,11202,58458,Zogby Interactive/JZ Analytics,Ohio,5/23/19,5/29/19,222,lv,Online,Sanders,18.7
10981,11203,58458,Zogby Interactive/JZ Analytics,Ohio,5/23/19,5/29/19,222,lv,Online,Warren,12.3
10982,11204,58458,Zogby Interactive/JZ Analytics,Ohio,5/23/19,5/29/19,222,lv,Online,Buttigieg,6.0
10983,11205,58458,Zogby Interactive/JZ Analytics,Ohio,5/23/19,5/29/19,222,lv,Online,Harris,4.8
10984,11206,58458,Zogby Interactive/JZ Analytics,Ohio,5/23/19,5/29/19,222,lv,Online,O'Rourke,2.1
10985,11207,58458,Zogby Interactive/JZ Analytics,Ohio,5/23/19,5/29/19,222,lv,Online,Booker,2.7
10986,11208,58458,Zogby Interactive/JZ Analytics,Ohio,5/23/19,5/29/19,222,lv,Online,Klobuchar,0.5
10987,11209,58458,Zogby Interactive/JZ Analytics,Ohio,5/23/19,5/29/19,222,lv,Online,Hickenlooper,0.5
10988,11210,58458,Zogby Interactive/JZ Analytics,Ohio,5/23/19,5/29/19,222,lv,Online,Yang,2.9
10989,11211,58458,Zogby Interactive/JZ Analytics,Ohio,5/23/19,5/29/19,222,lv,Online,Gillibrand,0.7
10990,11212,58458,Zogby Interactive/JZ Analytics,Ohio,5/23/19,5/29/19,222,lv,Online,Castro,0.3
10991,11213,58458,Zogby Interactive/JZ Analytics,Ohio,5/23/19,5/29/19,222,lv,Online,Gabbard,1.4
10992,11214,58458,Zogby Interactive/JZ Analytics,Ohio,5/23/19,5/29/19,222,lv,Online,Inslee,0.0
10993,11215,58458,Zogby Interactive/JZ Analytics,Ohio,5/23/19,5/29/19,222,lv,Online,Delaney,0.8
10994,11216,58459,Zogby Interactive/JZ Analytics,Pennsylvania,5/23/19,5/29/19,246,lv,Online,Biden,46.0
10995,11217,58459,Zogby Interactive/JZ Analytics,Pennsylvania,5/23/19,5/29/19,246,lv,Online,Sanders,14.9
10996,11218,58459,Zogby Interactive/JZ Analytics,Pennsylvania,5/23/19,5/29/19,246,lv,Online,Warren,7.7
10997,11219,58459,Zogby Interactive/JZ Analytics,Pennsylvania,5/23/19,5/29/19,246,lv,Online,Buttigieg,8.5
10998,11220,58459,Zogby Interactive/JZ Analytics,Pennsylvania,5/23/19,5/29/19,246,lv,Online,Harris,3.1
10999,11221,58459,Zogby Interactive/JZ Analytics,Pennsylvania,5/23/19,5/29/19,246,lv,Online,O'Rourke,2.2
11000,11222,58459,Zogby Interactive/JZ Analytics,Pennsylvania,5/23/19,5/29/19,246,lv,Online,Booker,2.4
11001,11223,58459,Zogby Interactive/JZ Analytics,Pennsylvania,5/23/19,5/29/19,246,lv,Online,Klobuchar,0.0
11002,11224,58459,Zogby Interactive/JZ Analytics,Pennsylvania,5/23/19,5/29/19,246,lv,Online,Hickenlooper,0.0
11003,11225,58459,Zogby Interactive/JZ Analytics,Pennsylvania,5/23/19,5/29/19,246,lv,Online,Yang,0.8
11004,11226,58459,Zogby Interactive/JZ Analytics,Pennsylvania,5/23/19,5/29/19,246,lv,Online,Gillibrand,0.5
11005,11227,58459,Zogby Interactive/JZ Analytics,Pennsylvania,5/23/19,5/29/19,246,lv,Online,Castro,1.1
11006,11228,58459,Zogby Interactive/JZ Analytics,Pennsylvania,5/23/19,5/29/19,246,lv,Online,Gabbard,0.0
11007,11229,58459,Zogby Interactive/JZ Analytics,Pennsylvania,5/23/19,5/29/19,246,lv,Online,Inslee,0.0
11008,11230,58459,Zogby Interactive/JZ Analytics,Pennsylvania,5/23/19,5/29/19,246,lv,Online,Delaney,0.0
11009,11231,58460,Zogby Interactive/JZ Analytics,South Carolina,5/23/19,5/29/19,183,lv,Online,Biden,36.2
11010,11232,58460,Zogby Interactive/JZ Analytics,South Carolina,5/23/19,5/29/19,183,lv,Online,Sanders,13.2
11011,11233,58460,Zogby Interactive/JZ Analytics,South Carolina,5/23/19,5/29/19,183,lv,Online,Warren,12.2
11012,11234,58460,Zogby Interactive/JZ Analytics,South Carolina,5/23/19,5/29/19,183,lv,Online,Buttigieg,6.9
11013,11235,58460,Zogby Interactive/JZ Analytics,South Carolina,5/23/19,5/29/19,183,lv,Online,Harris,3.8
11014,11236,58460,Zogby Interactive/JZ Analytics,South Carolina,5/23/19,5/29/19,183,lv,Online,O'Rourke,2.2
11015,11237,58460,Zogby Interactive/JZ Analytics,South Carolina,5/23/19,5/29/19,183,lv,Online,Booker,4.3
11016,11238,58460,Zogby Interactive/JZ Analytics,South Carolina,5/23/19,5/29/19,183,lv,Online,Klobuchar,0.3
11017,11239,58460,Zogby Interactive/JZ Analytics,South Carolina,5/23/19,5/29/19,183,lv,Online,Hickenlooper,0.5
11018,11240,58460,Zogby Interactive/JZ Analytics,South Carolina,5/23/19,5/29/19,183,lv,Online,Yang,0.3
11019,11241,58460,Zogby Interactive/JZ Analytics,South Carolina,5/23/19,5/29/19,183,lv,Online,Gillibrand,1.7
11020,11242,58460,Zogby Interactive/JZ Analytics,South Carolina,5/23/19,5/29/19,183,lv,Online,Castro,0.5
11021,11243,58460,Zogby Interactive/JZ Analytics,South Carolina,5/23/19,5/29/19,183,lv,Online,Gabbard,0.5
11022,11244,58460,Zogby Interactive/JZ Analytics,South Carolina,5/23/19,5/29/19,183,lv,Online,Inslee,0.5
11023,11245,58460,Zogby Interactive/JZ Analytics,South Carolina,5/23/19,5/29/19,183,lv,Online,Delaney,0.0
11024,11246,58461,Zogby Interactive/JZ Analytics,Wisconsin,5/23/19,5/29/19,238,lv,Online,Biden,28.3
11025,11247,58461,Zogby Interactive/JZ Analytics,Wisconsin,5/23/19,5/29/19,238,lv,Online,Sanders,13.1
11026,11248,58461,Zogby Interactive/JZ Analytics,Wisconsin,5/23/19,5/29/19,238,lv,Online,Warren,13.5
11027,11249,58461,Zogby Interactive/JZ Analytics,Wisconsin,5/23/19,5/29/19,238,lv,Online,Buttigieg,6.7
11028,11250,58461,Zogby Interactive/JZ Analytics,Wisconsin,5/23/19,5/29/19,238,lv,Online,Harris,7.3
11029,11251,58461,Zogby Interactive/JZ Analytics,Wisconsin,5/23/19,5/29/19,238,lv,Online,O'Rourke,1.4
11030,11252,58461,Zogby Interactive/JZ Analytics,Wisconsin,5/23/19,5/29/19,238,lv,Online,Booker,2.3
11031,11253,58461,Zogby Interactive/JZ Analytics,Wisconsin,5/23/19,5/29/19,238,lv,Online,Klobuchar,2.5
11032,11254,58461,Zogby Interactive/JZ Analytics,Wisconsin,5/23/19,5/29/19,238,lv,Online,Hickenlooper,0.0
11033,11255,58461,Zogby Interactive/JZ Analytics,Wisconsin,5/23/19,5/29/19,238,lv,Online,Yang,0.0
